,ref,publication,city,state,country,award,award_single_word,award_weight,general_category,general_category_single_word,specific_category,name1,title1,name2,title2,name3,title3,name4,title4,name5,title5,name6,title6,name7,title7,name8,title8,name9,title9,name10,title10
700,0157,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Features,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,Kathy Pyon,Photo Editor,Ross May,Designer,Jan Molen,Designer,Ricardo DeAratanha,Photo Editor,,,,,,,,
701,0173,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Features,Jane Mitchell,Lead Features Designer,Andrea Levy,Artist,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,
702,0138,El Telgrafo,Guayaquil, ,Ecuador,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Features,Carlos Almeida Cueva,Infographic Artist,,,,,,,,,,,,,,,,,,
703,0090,(Lisbon) Expresso,Pao de Arcos, ,Portugal,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: International,Marco Grieco,Art Director,Mario Henriques,Art Editor,,,,,,,,,,,,,,,,
704,0098,China Daily,Beijing,,China,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: International,Bill Gaspard,Design Director,Chi Tian,Deputy Design Director,Wei Shen,Designer,Yi Li,Designer,Lu Nan Liu,Designer,Chengliang Zhang,Designer,Jingbo Su,Designer,Chen Liu,Designer,Liu Yang,Designer,Kyle Alcott,Graphics Editor
705,0017,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Vince Chiaramonte,Design Director,Derek Gee,Chief Photographer,John Hickey,Photographer,,,,,,,,,,,,,,
706,0021,Chillicothe Gazette,Chillicothe,Ohio,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Phil Krugel,Team Leader,Michael Shearer,Editor,Staff,Ohio News Network,Patty Pitts,Team Leader,Spencer Holladay,Team Leader,Rebecca R. Markovitz,Team Leader,Ryan Hildebrandt,Creative Director,,,,,,
707,0371,China Daily,Beijing,,China,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Chi Tian,Deputy Design Director,,,,,,,,,,,,,,,,,,
708,0028,El Columbiano,Envigado, ,Colombia,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Martha Ortiz,Director,Germn Caldern,Graphic Editor,Natalia Vargas,Designer,Esteban Vanegas,Photographer Editor,Jaime Prez,Photographer,Ricardo Ramirez,Infographic Editor,Jaime Trujillo,Inphographic,Pedro Arbeloaez,Inphographic,Juan Jos Restrepo,Inphographic,,
709,0035,The Dallas Morning News,Dallas,Texas,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Alma Lozoya,Designer,Michael Hogue,Graphic Artist,Michael Apuan,Designer,Kevin Lueb,Designer,Tatia Woldt,Designer,Cindy Bagwell,Designer,Mike Luman,Designer,Denise Beeber,News Editor,,,,
710,0432,The Denver Post,Denver,Colo.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Matt  Swaney,Design Director,Jeff Naimann,Designer,TJ Hutchinson,Designer,Lori Punko,Designer,Leanha Efird,Designer,Maureen Burnett,Designer,Alison Borden,Designer,,,,,,
711,0331,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,Cameron Cottrill,Illustrator,,,,,,,,,,,,,,
712,0019,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Brandon  Ferrill,Designer,Mikey Burton,Illustrator,Josh Penrod,Presentation Director,Derek  Simmons,A.M.E./Visuals,Michiela Thuman,News Design Director,,,,,,,,,,
713,0016,Orlando Sentinel,Orlando,Fla.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Cassie Armstrong,Video Assignments & Interactive Editor,Todd Stewart,Visuals & Interactive Editor,Andrea Levy,Illustrator,,,,,,,,,,,,,,
714,0067,The Sunday,Las Vegas,Nev.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Elizabeth Brown,Associate Create Director,LeeAnn Elias,Designer,Hernan Valencia,Illustrator,Chris Morris,Illustrator,,,,,,,,,,,,
715,0224,The Villages Daily Sun,The Villages,Fla.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Adam Rogers,A.M.E./Design,Bonita Burton,Executive Editor,,,,,,,,,,,,,,,,
716,0133,The Guardian,London,,United kingdom,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: National,Chris Clarke,Deputy Creative Director,,,,,,,,,,,,,,,,,,
717,0390,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: National,Kim Maxwell Vu,Senior Designer,Brandon Ferrill,Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,Michiela Thuman,News Design Director,,,,,,,,,,
718,0246,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: National,Lisa Sardi,Coordinator,Dean Tweed,Graphic Artist,Genevive Biloski,Features Design Director,Raina Toomey,Production Editor,Ania Medrek,Lead Designer,Jordan Timm,News Editor,Mick Higgins,NP2 Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,
719,0086,La Razn de Mxico,D.F.,,Mexico,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: National,Ruben Corts Fernndez,Director General,Adrian Castillo de los Cobos,Subdirector General,Fernando Montoya Flores,Subdirector de Diseo,Diseo Staff,,Infografa Staff,,,,,,,,,,,
720,0159,(Mexico City) Centro,Mxico City,,Mexico,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Sports,Erik Prez Carcao,Graphic Editor,Carlos Ral Aguilar Tapia Prandiz,Graphic Editor,Dante Fras Hernndez,Art Director,Carlos Ponce De Len,General Director,Francisco Snchez Martnez,Editor,Aarn Alejandro Klamroth Berndez,Art Coordinator,Juss Ricardo Snchez Lpez,Illustrator,,,,,,
721,0170,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Sports,Jason Baum,Designer,Vince Chiaramonte,Design Director,Daniel Zakroczemski,Illustrator,Lisa Wilson,Executive Sports Editor,,,,,,,,,,,,
722,0174,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Sports,Jason Baum,Designer,Vince Chiaramonte,Design Director,James P. McCoy,Photographer,Mark Mulville,Photographer,Harry Scull Jr.,Photographer,Lisa Wilson,Executive Sports Editor,Greg Connors,Copy Editor,,,,,,
723,0221,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Sports,Tony Lariccia,Designer,Josh Crutchmer,A.M.E.,Daryl Kannberg,Publications Director,Chris Morris,Artist,Marvin Morris,Photographer,,,,,,,,,,
724,0143,San Francisco Chronicle,San Francisco,Calif.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Sports,Staff,,,,,,,,,,,,,,,,,,,
725,0139,The Villages Daily Sun,The Villages,Fla.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Sports,Bill Bootz,A.M.E./Design,Bonita Burton,Executive Editor,,,,,,,,,,,,,,,,
726,0249,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,Special News Topics,SNT,ISIS/Terrorism,Julie Traves,Deputy Editor,Dean Tweed,Graphic Artist,Mike Faille,Graphic Artist,Genevive Biloski,Features Design Director,Ania Medrek,Lead Designer,Jordan Timm,News Editor,Mick Higgins,NP2 Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,
727,0254,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,Special News Topics,SNT,ISIS/Terrorism,Jane Switzer,Designer,Kier Gilmour,Photo Lead,Ania Medrek,Lead Designer,Jordan Timm,News Editor,Mick Higgins,NP2 Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,
728,0395,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Cover Story/Broadsheet 175,000 and over",Michael Johnson,Designer,Suzette Moyer,Design Editor,Christine Ledbetter,Art Editor,Liz Seymour,Features Editor,Brian Gross,Deputy Design Director,Greg Manifold,Design Director,Cristiano Siqueira,Illustrator,,,,,,
729,0397,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Cover Story/Broadsheet 175,000 and over",Michael Johnson,Designer,Suzette Moyer,Design Editor,Christine Ledbetter,Art Editor,Liz Seymour,Features Editor,Aurlia Fronty,Illustrator,Greg Manifold,Design Director,,,,,,,,
730,0506,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Cover Story/Broadsheet 50,000-174,999",Chloe Cushman,Illustrator,Genevive Biloski,Features Design Director,Dustin Parkes,Arts & Culture Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,
731,0481,Dagens Nyheter,Stockholm,,Sweden,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Cover Story/Compact 175,000 and over",Albin Grahn,Page Designer,Stina Wirsn,Illustrator,Asa Beckman,Editor,,,,,,,,,,,,,,
732,0989,Dagens Nyheter,Stockholm,,Sweden,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Cover Story/Compact 175,000 and over",Ebba Bonde,Page Designer,Anette Nantell,Photographer,Asa Beckman,Editor,,,,,,,,,,,,,,
733,0992,Dagens Nyheter,Stockholm,,Sweden,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Cover Story/Compact 175,000 and over",Albin Grahn,Page Designer,Helena Davidsson-Neppelberg,Illustrator,Asa Beckman,Editor,,,,,,,,,,,,,,
734,0994,Dagens Nyheter,Stockholm,,Sweden,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Cover Story/Compact 175,000 and over",Albin Grahn,Page Designer,Stina Wirsen,Illustrator,Asa Beckman,Editor,,,,,,,,,,,,,,
735,0995,Dagens Nyheter,Stockholm,,Sweden,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Cover Story/Compact 175,000 and over",Marianne Stenberg,Page Designer,Anette Nantell,Photographer,Asa Beckman,Editor,,,,,,,,,,,,,,
736,0484,Politiken,Copenhagen,,Denmark,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Cover Story/Compact 50,000-174,999",S¿ren Nyeland,Design Editor,Liv Ajse,Page Designer,Henriette Lind,Photo Editor,Thomas Borberg,Photo Editor,,,,,,,,,,,,
737,0419,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Inside Page/Broadsheet 175,000 and over",Josh Crutchmer,A.M.E.,Chris Morris,Artist,,,,,,,,,,,,,,,,
738,0343,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Inside Page/Broadsheet 175,000 and over",Michael Johnson,Designer,Greg Manifold,Design Director,,,,,,,,,,,,,,,,
739,0348,Excelsior,Mexico City, ,Mexico,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Inside Page/Broadsheet 50,000-174,999",Paola Rodriquez,Visual Coeditor,Mario Palomera,Designer,Horacio Sierra,Illustrator,Edgar Hernandez,Editor,Angeles Barajas,Creative Coordinator,Ricardo Pena,Design Coordinator,Damian Martinez,Design Coordinator,Marco Roman,Art Manager Editor,Alexandro Medrano,Art Director,Ernesto Riviera,CEO
740,0489,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Inside Page/Broadsheet 50,000-174,999",Chloe Cushman,Illustrator,Genevive Biloski,Features Design Director,Dustin Parkes,Arts & Culture Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,
741,0495,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Features Design, Pages",FDP,"A&E Inside Page/Broadsheet 50,000-174,999",Genevive Biloski,Features Design Director,Dustin Parkes,Arts & Culture Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,
742,0408,The Globe and Mail,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 175,000 and over",Matt Frehner,Head of Presentation,Jason Chiu,Deputy Head of Presentation,Ben Barrett-Forrest,Assistant Art Director,,,,,,,,,,,,,,
743,0396,The Indianapolis Star,Indianapolis,Ind.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 175,000 and over",Branden Barker,Designer,Tracy Oksendahl,Team Leader,Ryan Hildebrandt,Creative Director,,,,,,,,,,,,,,
744,0327,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 175,000 and over",Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,,,,,
745,0401,The San Diego Union-Tribune,San Diego,Calif.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 175,000 and over",Adam Vieyra,Designer,Christina Byvik,Illustrator,,,,,,,,,,,,,,,,
746,0277,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 175,000 and over",Elizabeth Hart,Art Director/Designer,Kelsey Dake,Illustrator,Brian Gross,Deputy Design Director,Suzette  Moyer,Senior Designer,Greg Manifold,Design Director,,,,,,,,,,
747,0280,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 175,000 and over",Elizabeth Hart,Art Director/Designer,Vasava,Illustrator,Brian Gross,Deputy Design Director,Suzette Moyer,Senior Designer,Greg Manifold,Design Director,,,,,,,,,,
748,0282,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 175,000 and over",Michael Johnson,Designer,Katie Vernon,Illustrator,Christine Ledbetter,Arts Editor,Greg Manifold,Design Director,,,,,,,,,,,,
749,0160,Battle Creek Enquirer,Battle Creek,Mich.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 49,999 and under",Branden Barker,Designer,Tracy Oksendahl,Team Leader,Ryan Hildebrandt,Creative Director,,,,,,,,,,,,,,
750,0163,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 50,000-174,999",Mike Faillle,Illustrator,Genevive Biloski,Features Design Director,Dustin Parkes,Arts & Culture Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,
751,0162,Dagens Nyheter,Stockholm,,Sweden,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Compact 175,000 and over",Lotta Ek,Designer,Stina Wirsn,Illustrator,,,,,,,,,,,,,,,,
752,0269,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Food/Broadsheet 175,000 and over",Ken McFarlin,Art Director,Gretchen Roehrs,Illustrator,Tina Loiter,Photo Editor,,,,,,,,,,,,,,
753,0207,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Food/Broadsheet 175,000 and over",Jane Mitchell,Lead Features Designer,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,
754,0209,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Food/Broadsheet 175,000 and over",Jane Mitchell,Lead Features Designer,Andrea Levy,Artist,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,
755,0482,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Food/Broadsheet 175,000 and over",Chris Barber,Art Director,Nicole Licht,Illustrator,Joe Yonan,Food Editor,Bonnie Benwick,Deputy Food Editor,Greg Manifold,Design Director,,,,,,,,,,
756,0255,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Food/Broadsheet 50,000-174,999",Mike Faille,Illustrator,Genevive Biloski,Features Design Director,Dustin Parkes,Arts and Culture Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,
757,0339,San Francisco Chronicle,San Francisco,Calif.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Cover Story/Broadsheet 175,000 and over",Elizabeth Burr,Design Director,Russell Yip,Deputy Director of Photography,Laura Compton,Style Editor,Kitty Morgan,A.M.E./Lifestyles,,,,,,,,,,,,
758,0336,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Cover Story/Broadsheet 175,000 and over",Matthew Callahan,Art Director,Nicole Crowder,Photo Editor,Alexa McMahon,Digital Editor,Nicole Arthur,Travel Editor,Wayne Lockwood,Copy Editor,Lazaro Gamio,Graphics Editor,Emily Chow,Story Team Editor,Suzette Moyer,Design Editor,Brian Gross,Deputy Design Director,Greg Manifold,Design Director
759,0488,Die Zeit,Hamburg,,Germany,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Cover Story/Broadsheet 175,000 and over",Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff,,,,,,,,,,,
760,0465,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Cover Story/Broadsheet 50,000-174,999",Leah Samol,Designer,Sharon Cantillon,Photographer,Vince Chiaramonte,Design Director,,,,,,,,,,,,,,
761,0342,The National,Abu Dhabi,,United arab emirates,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Cover Story/Broadsheet 50,000-174,999",April Robinson,Deputy Art Director,Gary Wing,Illustrator,,,,,,,,,,,,,,,,
762,0341,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Cover Story/Broadsheet 50,000-174,999",Genevive Biloski,Features Design Director,Dustin Parkes,Art & Culture Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,
763,0485,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Inside Page/Broadsheet 175,000 and over",Nicole Hvidsten,Deputy Features Design Director,Kevin Cannon,Illustrator,Mike Rice,Features Design Director,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,,,,,,,,,,
764,0324,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Inside Page/Broadsheet 175,000 and over",Genevive Biloski,Features Design Director,Dustin Parkes,Art & Culture Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,
765,0322,Die Zeit,Hamburg,,Germany,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Inside Page/Broadsheet 175,000 and over",Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff,,,,,,,,,,,
766,0493,Die Zeit,Hamburg,,Germany,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Inside Page/Broadsheet 175,000 and over",Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff,,,,,,,,,,,
767,0451,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Inside Page/Broadsheet 175,000 and over",Leah Samol,Designer,Sharon Cantillon,Photographer,Vince Chiaramonte,Design Director,,,,,,,,,,,,,,
768,0329,El Telgrafo,Guayaquil, ,Ecuador,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle Inside Page/Compact 49,999 and under",Carlos Proao,Jefe de Infografia,,,,,,,,,,,,,,,,,,
769,0118,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle/Broadsheet 175,000 and over",Jane Mitchell,Lead Features Designer,Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,
770,0109,San Francisco Chronicle,San Francisco,Calif.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Lifestyle/Broadsheet 175,000 and over",Gretchen Roehrs,Illustrator,Russell Yip,Deputy Director of Photography,Laura Compton,Style Editor,Kitty Morgan,A.M.E./Lifestyles,Elizabeth Burr,Design Director,,,,,,,,,,
